99,-48.5985
99.001,-48.5794
99.002,-48.3377
99.003,-48.3605
99.004,-48.2458
99.005,-48.2317
99.006,-48.4742
99.007,-48.6727
99.008,-48.7603
99.009,-48.5698
99.01,-48.3014
99.011,-48.3724
99.012,-48.5441
99.013,-48.6113
99.014,-48.4929
99.015,-48.6444
99.016,-48.4498
99.017,-48.3474
99.018,-48.5327
99.019,-48.3815
99.02,-48.2327
99.021,-48.6436
99.022,-48.5697
99.023,-48.6468
99.024,-48.3157
99.025,-48.588
99.026,-48.689
99.027,-48.4898
99.028,-48.4219
99.029,-48.4849
99.03,-48.4905
99.031,-48.6614
99.032,-48.433
99.033,-48.4339
99.034,-48.2435
99.035,-48.2897
99.036,-48.5132
99.037,-48.3496
99.038,-48.1987
99.039,-48.5552
99.04,-48.5774
99.041,-48.8114
99.042,-48.7943
99.043,-49.1118
99.044,-48.8541
99.045,-48.6301
99.046,-48.5446
99.047,-48.5711
99.048,-48.6238
99.049,-48.4251
99.05,-48.5362
99.051,-48.3894
99.052,-48.413
99.053,-48.5627
99.054,-48.6907
99.055,-48.6331
99.056,-48.5372
99.057,-48.1782
99.058,-48.2082
99.059,-48.181
99.06,-48.4685
99.061,-48.6007
99.062,-48.301
99.063,-48.7691
99.064,-48.388
99.065,-48.4748
99.066,-48.6757
99.067,-48.7341
99.068,-48.5618
99.069,-48.3713
99.07,-48.3936
99.071,-48.62
99.072,-48.7182
99.073,-48.4274
99.074,-48.4466
99.075,-48.258
99.076,-48.5254
99.077,-48.5308
99.078,-48.5243
99.079,-48.7502
99.08,-48.1465
99.081,-48.2211
99.082,-48.1252
99.083,-48.1327
99.084,-48.3315
99.085,-48.208
99.086,-48.024
99.087,-48.2043
99.088,-48.3627
99.089,-48.3828
99.09,-48.5698
99.091,-48.528
99.092,-48.5406
99.093,-48.5582
99.094,-48.3408
99.095,-48.4378
99.096,-48.0484
99.097,-48.0934
99.098,-48.5669
99.099,-48.7175
99.1,-48.2677
99.101,-48.4716
99.102,-48.3669
99.103,-48.3829
99.104,-47.881
99.105,-48.0397
99.106,-48.0305
99.107,-48.4177
99.108,-48.0429
99.109,-48.1982
99.11,-48.2596
99.111,-48.0253
99.112,-48.2098
99.113,-48.0728
99.114,-47.7267
99.115,-47.6252
99.116,-47.9556
99.117,-48.1138
99.118,-48.0788
99.119,-47.9606
99.12,-47.7872
99.121,-47.7448
99.122,-48.113
99.123,-47.9962
99.124,-47.9913
99.125,-47.9231
99.126,-47.7533
99.127,-47.7203
99.128,-48.0635
99.129,-47.8411
99.13,-47.8525
99.131,-47.9152
99.132,-48.1663
99.133,-48.0063
99.134,-48.1849
99.135,-47.5463
99.136,-47.4807
99.137,-47.6699
99.138,-47.696
99.139,-47.831
99.14,-47.8343
99.141,-47.9526
99.142,-47.7069
99.143,-47.5799
99.144,-47.6224
99.145,-47.8479
99.146,-47.7021
99.147,-47.6102
99.148,-47.7156
99.149,-47.4428
99.15,-47.6048
99.151,-47.3163
99.152,-47.565
99.153,-47.333
99.154,-47.2252
99.155,-47.4057
99.156,-47.3101
99.157,-47.324
99.158,-47.5433
99.159,-47.2126
99.16,-47.5412
99.161,-47.6924
99.162,-47.5656
99.163,-47.4631
99.164,-47.4231
99.165,-47.2606
99.166,-47.2467
99.167,-47.4148
99.168,-47.65
99.169,-47.4347
99.17,-47.6143
99.171,-47.2541
99.172,-47.3723
99.173,-47.0983
99.174,-47.0338
99.175,-47.1495
99.176,-47.3393
99.177,-46.8972
99.178,-46.9413
99.179,-46.8489
99.18,-47.3122
99.181,-47.3632
99.182,-47.4675
99.183,-47.1961
99.184,-47.1372
99.185,-46.9166
99.186,-47.2037
99.187,-47.3812
99.188,-47.4258
99.189,-47.3086
99.19,-47.312
99.191,-47.4086
99.192,-47.3192
99.193,-47.2262
99.194,-46.9408
99.195,-47.2191
99.196,-47.0096
99.197,-47.2572
99.198,-47.0057
99.199,-46.9988
99.2,-46.9385
99.201,-46.9577
99.202,-47.1114
99.203,-46.8866
